"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","FG%","FT%","3PTM","PTS","REB","AST","ST","BLK","TO","Image"
"428.p.6563","482","Johnson","Keon","BKN","Available","","PG,SG","","","","","0.381","0.917","4","31","7","3","3","1","5","https://s.yimg.com/iu/api/res/1.2/bu.c42BOZBV9D2izYNYr6Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/6563.png"
"428.p.10147","483","Castleton","Colin","LAL","Available","","PF","","","","","0.563","1.000","0","24","12","3","2","0","3","https://s.yimg.com/iu/api/res/1.2/GkzcYnQjn6H.MvKzOymbjg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/10147.png"
"428.p.6601","484","Gray","RaiQuan","SAS","Available","","PF","","","","","0.588","","3","23","7","6","1","1","1","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"428.p.6426","485","Maledon","Theo","CHA","NotAvailable","NA","PG","","","","","0.286","0.933","5","59","24","28","7","0","18","https://s.yimg.com/iu/api/res/1.2/VoM5s4D.48hK.Tofpo1vgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6426.png"
"428.p.10127","486","Tshiebwe","Oscar","IND","Available","","PF","","","","","0.500","0.750","0","26","16","2","2","1","0","https://s.yimg.com/iu/api/res/1.2/.4VWpRICIu2ltfYuwslgkA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/10127.png"
"428.p.6678","487","Moon","Xavier","LAC","Available","","SG","","","","","0.326","0.500","2","33","18","21","3","3","5","https://s.yimg.com/iu/api/res/1.2/9YsnR31D4.ufvrA6wMEq5A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10052022/6678.png"
"428.p.6575","488","Preston","Jason","UTA","Available","","PG","","","","","0.316","","0","12","17","16","2","1","2","https://s.yimg.com/iu/api/res/1.2/WCbHaB6izjPpkNIQMyK0_Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10052022/6575.png"
"428.p.4621","489","Johnson","James","IND","Available","","PF","","","","","0.300","1.000","0","8","4","8","5","1","5","https://s.yimg.com/iu/api/res/1.2/gSXO05dS0XI6B8OdShIYUg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10052022/4621.png"
"428.p.5524","490","Marjanovic","Boban","HOU","Available","","C","","","","","0.529","0.643","0","45","32","6","1","2","5","https://s.yimg.com/iu/api/res/1.2/mAz9nHY0TgA7uWkua9PtIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/5524.png"
"428.p.6773","491","Gueye","Mouhamadou","TOR","Questionable","GTD - Thumb","C,PF","","","","","0.289","0.444","0","26","23","5","3","18","12","https://s.yimg.com/iu/api/res/1.2/m3470cZBAA9ZkpKJFmTYIA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6773.png"
"428.p.10088","492","Livingston","Chris","MIL","Available","","SF","","","","","0.500","0.750","1","26","21","5","2","0","5","https://s.yimg.com/iu/api/res/1.2/y8IdxRe12mPSXsVii.kB9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/10088.png"
"428.p.6743","493","Davison","JD","BOS","Available","","PG,SG","","","","","0.417","0.750","3","16","10","10","1","1","2","https://s.yimg.com/iu/api/res/1.2/eQyouUlvcTa1J5Wd3BNbag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/09302022/6743.png"
"428.p.5833","494","Giles III","Harry","LAL","Available","","C,PF","","","","","0.460","0.538","3","56","30","6","2","3","6","https://s.yimg.com/iu/api/res/1.2/68yERiVuPPn2MoGMw_Dv3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/5833.png"
"428.p.6769","495","Seabron","Dereon","NOP","Available","","SF,SG","","","","","0.308","0.833","1","14","7","5","2","1","0","https://s.yimg.com/iu/api/res/1.2/WhyiODnP_SFv9J4p2Gmlgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6769.png"
"428.p.6285","496","Brooks","Armoni","BKN","NotAvailable","NA","PG","","","","","0.326","0.500","11","42","18","5","1","1","3","https://s.yimg.com/iu/api/res/1.2/Tcs3xEbLdEb_7JzBJhu.iQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6285.png"
"428.p.10268","497","Williams","Malik","TOR","Available","","C","","","","","0.265","0.000","1","19","38","2","3","4","3","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"428.p.4477","498","Lopez","Robin","MIL","NotAvailable","NA","C","","","","","0.368","1.000","2","18","5","4","1","3","2","https://s.yimg.com/iu/api/res/1.2/aAmyC6MWO1B5_qusZTyy0w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/4477.png"
"428.p.6752","499","Boeheim","Buddy","DET","Available","","SF","","","","","0.310","0.800","8","34","10","3","0","1","0","https://s.yimg.com/iu/api/res/1.2/6E3CiTDckykS8Ar3_Zph3A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6752.png"
"428.p.6626","500","Nix","Daishen","MIN","Available","","PG","","","","","0.375","0.500","6","27","3","6","5","0","5","https://s.yimg.com/iu/api/res/1.2/g_BIcApEHTfHw8mXselQtA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6626.png"
"428.p.10159","501","Fudge","Alex","DAL","Available","","SF","","","","","0.400","1.000","1","15","5","0","3","0","2","https://s.yimg.com/iu/api/res/1.2/W7qSX6kUivMnViCsFF5rqw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/10159.png"
"428.p.6799","502","Swider","Cole","MIA","Available","","PF,SF","","","","","0.395","1.000","10","42","7","5","1","1","8","https://s.yimg.com/iu/api/res/1.2/6Vp7ThlERdpRYR9_1DkSJg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6799.png"
"428.p.6739","503","Mobley","Isaiah","CLE","Available","","C,PF","","","","","0.417","0.000","3","23","10","6","2","0","2","https://s.yimg.com/iu/api/res/1.2/RXorKeH.Y6JQBlor7XaN.g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6739.png"
"428.p.10076","504","Bailey","Amari","CHA","Available","","PG","","","","","0.333","0.857","1","23","9","7","3","0","4","https://s.yimg.com/iu/api/res/1.2/ER2rWeHrIEY23QkBYkFYSw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/10076.png"
"428.p.5830","505","Wilson","D.J.","PHI","Available","","C,PF","","","","","0.667","","2","10","2","2","0","2","0","https://s.yimg.com/iu/api/res/1.2/FzG1ykV2RxWdzzf9_keLcg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/5830.png"
"428.p.10126","506","Sanogo","Adama","CHI","Available","","PF","","","","","0.519","0.667","0","36","36","0","1","0","5","https://s.yimg.com/iu/api/res/1.2/tnO1KuYOnSBzYwK5vwbwsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/10126.png"
"428.p.10106","507","Howard","Jett","ORL","Available","","SF,SG","","","","","0.333","0.500","7","29","7","6","2","2","3","https://s.yimg.com/iu/api/res/1.2/.YXjveKtChlI5_2ZDB63FQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/10106.png"
"428.p.10129","508","Toppin","Jacob","NYK","Available","","SF","","","","","0.556","1.000","1","13","7","3","0","1","1","https://s.yimg.com/iu/api/res/1.2/L9vx_oGSv9E1em_YypBq.w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/10129.png"
"428.p.6765","509","White","Jack","MEM","Available","","PF,SF","","","","","0.125","","2","6","12","1","4","1","2","https://s.yimg.com/iu/api/res/1.2/EYSgXi5CtDq2XBHfzE_kaA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6765.png"
"428.p.10233","510","Allen","Timmy","MEM","Available","","SF","","","","","0.261","0.500","0","13","17","5","4","0","2","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"428.p.10067","511","Tyson","Hunter","DEN","Available","","PF","","","","","0.400","","4","20","9","2","1","0","2","https://s.yimg.com/iu/api/res/1.2/NMfk.OQ4Zo6FBvWhn7_yOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/10067.png"
"428.p.6719","512","Washington Jr.","TyTy","MIL","Available","","PG","","","","","0.300","","2","14","5","5","3","0","2","https://s.yimg.com/iu/api/res/1.2/d7mvbycmB6ZHF7M7c5v_Fw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6719.png"
"428.p.10089","513","Slawson","Jalen","SAC","Available","","SF","","","","","0.667","","0","8","7","2","1","1","2","https://s.yimg.com/iu/api/res/1.2/GaSH6r8m3lpdsNNtigG2xw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/10089.png"
"428.p.10165","514","Drell","Henri","CHI","Available","","SF","","","","","0.400","0.500","2","11","4","4","2","1","2","https://s.yimg.com/iu/api/res/1.2/GqvcjIuzohgSqmhULI5.lg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/10165.png"
"428.p.6731","515","Liddell","E.J.","NOP","Available","","PF","","","","","0.167","1.000","0","4","5","1","2","2","2","https://s.yimg.com/iu/api/res/1.2/8x2pWjNaJykF4zgBdBOTdA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6731.png"
"428.p.6481","516","Ford","Jordan","SAC","Available","","PG","","","","","0.571","1.000","2","12","2","2","0","0","1","https://s.yimg.com/iu/api/res/1.2/anz64N9BWOH_I3XfLykPfA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6481.png"
"428.p.6329","517","Toscano-Anderson","Juan","SAC","NotAvailable","NA - Hip","SF","","","","","0.250","","1","7","14","4","1","1","2","https://s.yimg.com/iu/api/res/1.2/mWh7Eii5lbn1Fz90tSpxNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03012023/6329.png"
"428.p.6776","518","Jackson","Quenton","IND","Available","","PG,SG","","","","","0.000","1.000","0","2","4","2","1","0","0","https://s.yimg.com/iu/api/res/1.2/knY9imjzjzBf1N1lHeuKXw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6776.png"
"428.p.6056","519","Diallo","Hamidou","WAS","NotAvailable","NA","SG","","","","","0.500","","0","2","2","1","2","0","1","https://s.yimg.com/iu/api/res/1.2/KtrmNLvc2BdcS6p2pXf4HQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10042022/6056.png"
"428.p.6456","520","Diakite","Mamadi","NYK","Available","","PF","","","","","0.667","0.667","0","12","4","2","1","1","1","https://s.yimg.com/iu/api/res/1.2/CRjocrN1lr.FOelaXRq4iw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10062022/6456.png"
"428.p.10084","521","Miller","Jordan","LAC","Available","","SF","","","","","0.556","1.000","1","13","5","0","0","0","1","https://s.yimg.com/iu/api/res/1.2/.44tlyc9bTnY_bbPM5_qsg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/10084.png"
"428.p.6419","522","Azubuike","Udoka","PHX","Available","","C","","","","","0.696","0.231","0","35","32","3","1","6","4","https://s.yimg.com/iu/api/res/1.2/eOgxGBBAtIH0G6dKmPCHNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6419.png"
"428.p.10133","523","Nowell","Markquis","TOR","NotAvailable","NA","SG","","","","","0.000","1.000","0","2","2","2","1","0","0","https://s.yimg.com/iu/api/res/1.2/fmAB8nm6D0cJ1dEeOcdZbw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/10133.png"
"428.p.6230","524","Schofield","Admiral","ORL","Available","","PF,SF","","","","","0.385","0.000","6","26","17","7","1","0","5","https://s.yimg.com/iu/api/res/1.2/vSz6AgJTQ2_3J4oE4VeS5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6230.png"
"428.p.10146","525","Hodge","D'Moi","LAL","NotAvailable","NA","SG","","","","","0.333","0.500","3","14","0","5","1","1","1","https://s.yimg.com/iu/api/res/1.2/h8yi_wcoB2tXwWKEHe5bxw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/10146.png"
"428.p.6706","526","Griffin","AJ","ATL","Available","","SF,SG","","","","","0.290","1.000","10","48","18","5","1","2","8","https://s.yimg.com/iu/api/res/1.2/_kyLE_vFvwJ6R3hPZbk43g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6706.png"
"428.p.6565","527","Garuba","Usman","GSW","Available","","C,PF","","","","","0.167","0.500","0","3","7","1","1","3","2","https://s.yimg.com/iu/api/res/1.2/PoOn_BEWr03ZDwfCVD0I3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6565.png"
"428.p.5695","528","Arcidiacono","Ryan","DET","NotAvailable","NA","PG","","","","","0.000","","0","0","8","4","2","0","2","https://s.yimg.com/iu/api/res/1.2/NAliBV.IC5lpyVL_8m2sjg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/5695.png"
"428.p.10155","529","Dennis","Dexter","DAL","NotAvailable","NA","SG","","","","","0.526","0.333","1","22","9","4","0","1","3","https://s.yimg.com/iu/api/res/1.2/WcfZBUfJw3nQ1ZQ065omWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/10155.png"
"428.p.5746","530","Harrison","Shaquille","MEM","NotAvailable","NA","SG","","","","","0.500","","0","2","2","0","0","1","0","https://s.yimg.com/iu/api/res/1.2/Yag_Jj11FJ58qyDeFJ.AtQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/5746.png"
"428.p.4651","531","Green","Danny","PHI","NotAvailable","NA","SG","","","","","0.000","","0","0","2","1","1","0","0","https://s.yimg.com/iu/api/res/1.2/tzK9uGa1jY8PYiJiAGpRRA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/4651.png"
"428.p.6024","532","Robinson","Jerome","GSW","Available","","SG","","","","","0.333","0.636","2","31","6","5","1","3","2","https://s.yimg.com/iu/api/res/1.2/enkKeWKwm7ES0eiCbW6ZCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6024.png"
"428.p.4942","533","Thomas","Isaiah","PHX","Available","","PG","","","","","0.300","","2","8","0","3","0","0","0","https://s.yimg.com/iu/api/res/1.2/7VBwqnfy3KY3A4nEIBBgyw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10032022/4942.png"
"428.p.10071","534","Johnson","Keyontae","OKC","Available","","SF","","","","","0.313","","1","11","10","4","1","0","4","https://s.yimg.com/iu/api/res/1.2/_pI4lobitPNFIRIUU5tohA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/10071.png"
"428.p.6767","535","Harris","Kevon","ORL","Available","","SG","","","","","0.667","","0","4","2","1","0","0","1","https://s.yimg.com/iu/api/res/1.2/WF9vtVrWLAw89rBHYTSeRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6767.png"
"428.p.6800","536","Bouyea","Jamaree","SAS","Available","","PG","","","","","0.357","","1","21","19","11","1","0","9","https://s.yimg.com/iu/api/res/1.2/jGRlKkef7ZXTApx5JY0QSA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11142023/6800.png"
"428.p.6212","537","Jerome","Ty","CLE","Injured","INJ - Ankle","PG,SG","","","","","0.500","","0","4","1","3","0","0","1","https://s.yimg.com/iu/api/res/1.2/q7br3qnuq.6cmxo_RSF6xw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6212.png"
"428.p.6289","538","Brown","Moses","POR","Available","","C","","","","","0.508","0.290","0","75","86","7","5","7","11","https://s.yimg.com/iu/api/res/1.2/TQDYtGyB8DByOP8VebFfEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6289.png"
